"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"1","RTP Send","1","RTP Send","1","0","Service provider sends an RTP to a provider through Sender","0"
"7","RTP GPD Message","0","GPD Message API","0","0","Consumer sends DELETE message to Sender after CREATE","0"
"2","GPD Availability","0","Create Debt Positions happy path","0","0","Create Debt Position","0"
"1","Authentication","0","Authentication Token Retrieval","6","1","Service Provider authentication","0"
"5","RTP Callback","0","RTP Callback DS_08","2","0","Service provider sends a callback referred to an RTP","0"
"6","Service Registry Payees","0","Payees Consents","2","0","DSP retrieves paginated list of payees consents","0"
"0","","0","RTP Get","1","0","Service provider retrieves an RTP","0"
"2","RTP Send","3","RTP Send","1","0","Service provider sends an RTP to a provider","0"
"1","RTP Callback","0","RTP Callback DS_08","0","0","Service provider sends a callback referred to an RTP with status ACWC","0"
"2","","0","Deactivation","0","0","Debtor deactivation","0"
"3","RTP Callback","0","RTP Callback DS_12N","0","0","Service provider sends an RFC callback with INVALID status","0"
"4","RTP GPD Message","0","GPD Message API","0","0","Consumer sends RTP message to Sender","0"
"1","RTP Callback","0","RTP Callback DS_05","0","0","Service provider sends a callback referred to an RTP with invalid status","0"
"3","RTP Send","0","RTP Send","0","0","Service provider sends an RTP with synchronous RJCT response without _links","0"
"1","Debtor Deactivation","0","Deactivation","0","0","Debtor deactivation","0"
"2","RTP Callback","0","RTP Callback DS_04b","2","0","Service provider sends a callback referred to an RTP","0"
"0","Service Registry Payees","0","Payees Registry","2","0","pagoPA retrieves payees registry","0"
"1","RTP GPD Message","0","GPD Message API","0","0","Idempotency of the sender: same Idempotency-Key produces a single DB record","0"
"1","Debtor Takeover","0","Takeover happy path","0","0","Takeover","0"
"1","","0","Payer Status","0","0","Get Activation Status by Fiscal Code","0"
"3","RTP Send","0","RTP Send","0","0","Service provider sends an RTP with synchronous ACTC response missing _links","0"
"2","RTP Activation Security","0","Activation Security","0","0","Prevent unauthorized access to activations by different Service Providers","0"
"1","RTP GPD Message","0","GPD Message API","0","0","Consumer sends an UPDATE VALID before CREATE","0"
"0","Debtor Takeover","0","Takeover happy path","1","0","Takeover Notification","0"
"1","Debtor Takeover","0","Takeover unhappy path","0","0","Takeover fails because of empty OTP","0"
"1","Debtor Takeover","0","Takeover unhappy path","0","0","Takeover fails because of valid OTP","0"
"3","RTP Get","0","RTP Delivery Status","0","0","Payee checks whether an RTP was delivered","0"
"1","Debtor Takeover","0","Takeover unhappy path","0","0","Takeover fails because of missing OTP","0"
"1","RTP GPD Message","0","GPD Message API","0","0","Consumer sends RTP message to Sender with PAID status and invalid PSP tax code","0"
"0","Poste Availability","0","Authentication Token Retrieval","1","0","Client authenticates to POSTE","0"
"1","Debtor Takeover","0","Takeover unhappy path","0","0","Takeover fails because of unauthenticated SP","0"
"0","RTP Webform Availability","0","Web page","1","0","The RTP web page is reachable","0"
"1","Debtor Takeover","0","Takeover unhappy path","0","0","Takeover fails because of OTP bound to different payer","0"
"2","GPD Availability","0","Update Debt Positions happy path","0","0","Update Debt Position","0"
"0","CBI Availability","0","Authentication Token Retrieval","1","0","Client authenticates to CBI","0"
"0","Authentication","0","Authentication Token Retrieval","2","0","Keycloak Service Provider authentication","0"
"0","CBI Availability","1","RTP Send","0","0","Service provider sends an RTP to CBI directly","0"
"1","Debtor Takeover","0","Takeover unhappy path","0","0","Takeover fails because of nonsensical body","0"
"0","POSTE Availability","0","RTP Send","1","0","Service provider sends an RTP to POSTE directly","0"
