"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Debtor Takeover","0","Takeover unhappy path","1","0","Takeover fails because of empty OTP","0"
"0","RTP Get","0","RTP Get","3","0","Service provider retrieves an RTP","0"
"0","GPD Availability","0","Create Debt Positions happy path","2","0","Create Debt Position","0"
"0","Debtor Activation","0","Activation","8","0","List Activations","0"
"0","RTP Callback","0","RTP Callback DS_08","5","0","Service provider sends a callback referred to an RTP","0"
"0","ICCREA Availability","1","RTP Send","0","0","Service provider sends an RTP to ICCREA directly","0"
"0","Debtor Activation","0","Activation","6","0","Debtor activation","0"
"0","Debtor Deactivation","0","Deactivation","1","0","Debtor deactivation","0"
"0","POSTE Availability","0","RTP Send","1","0","Service provider sends an RTP to POSTE directly","0"
"0","RTP","0","RTP_Cancellation","1","0","Successful_Cancellation","0"
"0","RTP","0","A Creditor Service Provider can cancel a Request to Pay","1","0","Successful_Cancellation","0"
"0","CBI Availability","0","RTP Send","1","0","Service provider sends an RTP to CBI directly","0"
"0","RTP","0","RTP_Sending","1","0","Debtor_Provider_Forbidden","0"
"0","RTP","0","A Creditor Service Provider sends an RTP through API","1","0","Debtor_Provider_Forbidden","0"
"0","RTP Send","0","RTP Send","3","0","Service provider sends an RTP","0"
"0","","0","RTP Submission","1","0","Input validation","0"
"0","Debtor Takeover","0","Takeover unhappy path","1","0","Takeover fails because of missing OTP","0"
"0","RTP","0","Debtor_Activation","1","0","Happy_Path","0"
"0","RTP","0","A Debtor Service Providers activates a debtor","1","0","Happy_Path","0"
"0","RTP Webform Availability","0","Web page","1","0","The RTP web page is reachable","0"
"0","RTP Cancel","0","RTP Cancel","2","0","Service provider cancels RTP","0"
"0","Debtor Takeover","0","Takeover happy path","1","0","Takeover Notification","0"
"0","RTP","0","RTP_Sending","1","0","Debtor_Not_Activated","0"
"0","RTP","0","A Creditor Service Provider sends an RTP through API","1","0","Debtor_Not_Activated","0"
"0","RTP","0","Debtor_Activation_Takeover","1","0","Unauthenticated_Provider","0"
"0","RTP","0","A Debtor Service Provider performs takeover of an existing activation","1","0","Unauthenticated_Provider","0"
"0","","0","RTP Send","1","0","","0"
"0","POSTE Availability","2","RTP Send","1","0","Service provider sends an RTP to POSTE","0"
"0","","0","RTP Get","1","0","Service provider retrieves an RTP","0"
"0","Debtor Takeover","0","Takeover unhappy path","1","0","Takeover fails because of nonsensical body","0"
"0","Authentication","0","Authentication Token Retrieval","1","0","Service Provider authenticated","0"
"0","RTP Callback","0","RTP Callback DS_04b","3","0","Service provider sends a callback referred to an RTP","0"
"0","Debtor Takeover","0","Takeover unhappy path","1","0","Takeover fails because of reused OTP","0"
"0","CBI Availability","0","Authentication Token Retrieval","1","0","Client authenticates to CBI","0"
"0","RTP","0","Debtor_Activation","1","0","Already_Activated","0"
"0","RTP","0","A Debtor Service Providers activates a debtor","1","0","Already_Activated","0"
"0","RTP Send","1","RTP Send","1","0","Service provider sends an RTP to a provider","0"
"0","Debtor Takeover","0","Takeover unhappy path","1","0","Takeover fails because of unauthenticated SP","0"
"0","RTP","0","RTP_Sending","1","0","Successful_Send","0"
"0","RTP","0","A Creditor Service Provider sends an RTP through API","1","0","Successful_Send","0"
"0","","1","RTP Submission","0","0","RTP submission though web page","0"
"1","RTP","0","RTP_Web_Sending","0","0","Successful_Send","0"
"1","RTP","0","A Creditor Service Provider sends an RTP through web page","0","0","Successful_Send","0"
"0","RTP Send","0","RTP Send","1","0","Service provider sends an RTP to a non-activated debtor","0"
"0","","0","RTP Create","1","0","","0"
"0","RTP","0","RTP_Cancellation","1","0","Already_Cancelled_RTP","0"
"0","RTP","0","A Creditor Service Provider can cancel a Request to Pay","1","0","Already_Cancelled_RTP","0"
"0","Debtor Takeover","0","Takeover unhappy path","1","0","Takeover fails because of OTP bound to different payer","0"
"0","RTP","0","Debtor_Activation_Takeover","1","0","Successful_Takeover","0"
"0","RTP","0","A Debtor Service Provider performs takeover of an existing activation","1","0","Successful_Takeover","0"
"0","RTP Callback","0","RTP Callback DS_08","1","0","Service provider sends a callback referred to an RTP with status ACWC","0"
